1 4.61505030817919 0 1 0 1 0 0 1 2 1 0 1 0 2 2 2 1 2 2 2 1 0 2 0 0 0
2 2.35585014162124 0 2 1 2 0 1 1 2 2 0 2 2 0 0 1 1 0 2 1 2 2 0 0 0 1
3 2.67122827618925 0 2 1 1 0 0 2 1 0 2 0 0 0 0 2 2 0 1 2 0 1 1 1 0 1
4 3.03036290784573 0 2 0 1 1 2 0 1 1 1 0 1 0 0 0 2 0 1 0 1 0 1 0 2 2
5 3.15135976562968 0 2 1 0 0 1 0 2 2 0 0 1 0 0 1 2 0 0 2 2 0 0 1 0 1
6 5.77576347714147 0 2 0 0 1 1 0 0 2 2 0 1 2 0 1 1 1 2 0 1 1 1 1 1 2
7 0.97541694982641 0 2 1 1 1 2 0 2 1 0 2 2 1 0 2 2 0 0 0 0 2 0 2 0 1
8 4.77991998427107 0 2 1 2 1 0 1 1 0 2 2 0 0 1 2 2 2 2 0 2 2 1 1 2 0
9 3.75274068124334 0 2 2 2 1 1 2 0 2 0 0 1 2 1 0 2 1 2 1 2 1 2 0 2 1
10 5.09564803564967 0 2 1 2 2 2 2 0 2 2 2 0 0 2 2 1 1 2 1 2 0 1 1 2 2
11 2.40272225124678 0 2 2 2 2 0 2 0 1 2 2 2 2 2 1 1 1 0 2 1 1 2 0 1 2
12 4.75593799717933 0 1 0 0 2 0 2 1 0 0 0 1 2 0 0 0 1 0 1 2 1 0 1 2 2
13 3.81232913808115 0 1 0 0 1 1 0 0 2 2 1 2 1 0 1 0 0 2 2 2 0 1 0 0 2
14 5.09657268299114 0 1 0 1 2 2 2 2 0 2 1 0 1 1 1 1 1 0 1 1 0 1 0 2 2
15 4.17706171133955 0 1 1 1 1 0 1 0 0 1 2 1 2 2 1 0 1 0 2 2 2 0 1 1 1
16 2.4315431762132 0 2 1 0 0 2 2 2 1 0 1 1 2 0 1 1 0 2 0 2 2 1 2 1 2
17 4.5446286604055 0 1 1 1 1 2 0 1 2 2 1 2 1 1 2 2 2 2 0 0 1 1 0 2 0
18 2.4083099430092 0 2 1 0 0 2 1 1 0 0 0 1 1 0 2 0 0 0 1 0 2 1 2 2 2
19 4.76239430360228 0 0 0 1 1 0 1 0 0 0 0 2 2 0 1 0 1 2 0 2 2 2 1 0 1
20 3.69638796254817 0 1 2 1 1 0 2 2 0 0 2 0 1 0 0 2 2 1 0 1 0 1 0 0 1
21 3.11523490936018 0 1 1 2 1 1 2 0 1 2 0 0 1 1 2 2 1 1 0 1 0 1 1 2 2
22 2.94602434761456 0 0 1 2 1 0 1 1 1 1 2 0 1 0 1 2 1 0 2 2 1 1 1 2 0
23 3.82614471401083 0 1 1 0 1 2 2 2 0 0 0 0 0 2 0 1 2 2 1 1 2 0 1 1 1
